Epoch,Error,Optimizer,Architecture
34,25,ADAM,"[35, 30, 20, 10, 5, 2]"
35,27,ADAM,"[35, 30, 20, 10, 5, 2]"
36,22,ADAM,"[35, 30, 20, 10, 5, 2]"
37,23,ADAM,"[35, 30, 20, 10, 5, 2]"
38,24,ADAM,"[35, 30, 20, 10, 5, 2]"
39,25,ADAM,"[35, 30, 20, 10, 5, 2]"
40,25,ADAM,"[35, 30, 20, 10, 5, 2]"
41,23,ADAM,"[35, 30, 20, 10, 5, 2]"
42,23,ADAM,"[35, 30, 20, 10, 5, 2]"
43,23,ADAM,"[35, 30, 20, 10, 5, 2]"
44,26,ADAM,"[35, 30, 20, 10, 5, 2]"
45,21,ADAM,"[35, 30, 20, 10, 5, 2]"
46,23,ADAM,"[35, 30, 20, 10, 5, 2]"
47,25,ADAM,"[35, 30, 20, 10, 5, 2]"
48,23,ADAM,"[35, 30, 20, 10, 5, 2]"
49,23,ADAM,"[35, 30, 20, 10, 5, 2]"
50,28,ADAM,"[35, 30, 20, 10, 5, 2]"
51,22,ADAM,"[35, 30, 20, 10, 5, 2]"
52,18,ADAM,"[35, 30, 20, 10, 5, 2]"
53,30,ADAM,"[35, 30, 20, 10, 5, 2]"
54,23,ADAM,"[35, 30, 20, 10, 5, 2]"
55,18,ADAM,"[35, 30, 20, 10, 5, 2]"
56,24,ADAM,"[35, 30, 20, 10, 5, 2]"
57,25,ADAM,"[35, 30, 20, 10, 5, 2]"
58,21,ADAM,"[35, 30, 20, 10, 5, 2]"
59,24,ADAM,"[35, 30, 20, 10, 5, 2]"
60,23,ADAM,"[35, 30, 20, 10, 5, 2]"
61,21,ADAM,"[35, 30, 20, 10, 5, 2]"
62,24,ADAM,"[35, 30, 20, 10, 5, 2]"
63,20,ADAM,"[35, 30, 20, 10, 5, 2]"
64,23,ADAM,"[35, 30, 20, 10, 5, 2]"
65,23,ADAM,"[35, 30, 20, 10, 5, 2]"
66,24,ADAM,"[35, 30, 20, 10, 5, 2]"
67,22,ADAM,"[35, 30, 20, 10, 5, 2]"
68,23,ADAM,"[35, 30, 20, 10, 5, 2]"
69,23,ADAM,"[35, 30, 20, 10, 5, 2]"
70,21,ADAM,"[35, 30, 20, 10, 5, 2]"
71,24,ADAM,"[35, 30, 20, 10, 5, 2]"
72,26,ADAM,"[35, 30, 20, 10, 5, 2]"
73,23,ADAM,"[35, 30, 20, 10, 5, 2]"
74,21,ADAM,"[35, 30, 20, 10, 5, 2]"
75,27,ADAM,"[35, 30, 20, 10, 5, 2]"
76,22,ADAM,"[35, 30, 20, 10, 5, 2]"
77,20,ADAM,"[35, 30, 20, 10, 5, 2]"
78,26,ADAM,"[35, 30, 20, 10, 5, 2]"
79,21,ADAM,"[35, 30, 20, 10, 5, 2]"
80,21,ADAM,"[35, 30, 20, 10, 5, 2]"
81,24,ADAM,"[35, 30, 20, 10, 5, 2]"
82,19,ADAM,"[35, 30, 20, 10, 5, 2]"
83,24,ADAM,"[35, 30, 20, 10, 5, 2]"
84,23,ADAM,"[35, 30, 20, 10, 5, 2]"
85,22,ADAM,"[35, 30, 20, 10, 5, 2]"
86,21,ADAM,"[35, 30, 20, 10, 5, 2]"
87,24,ADAM,"[35, 30, 20, 10, 5, 2]"
88,22,ADAM,"[35, 30, 20, 10, 5, 2]"
89,23,ADAM,"[35, 30, 20, 10, 5, 2]"
90,23,ADAM,"[35, 30, 20, 10, 5, 2]"
91,22,ADAM,"[35, 30, 20, 10, 5, 2]"
92,23,ADAM,"[35, 30, 20, 10, 5, 2]"
93,21,ADAM,"[35, 30, 20, 10, 5, 2]"
94,23,ADAM,"[35, 30, 20, 10, 5, 2]"
95,24,ADAM,"[35, 30, 20, 10, 5, 2]"
96,22,ADAM,"[35, 30, 20, 10, 5, 2]"
97,21,ADAM,"[35, 30, 20, 10, 5, 2]"
98,22,ADAM,"[35, 30, 20, 10, 5, 2]"
99,23,ADAM,"[35, 30, 20, 10, 5, 2]"
100,21,ADAM,"[35, 30, 20, 10, 5, 2]"
101,25,ADAM,"[35, 30, 20, 10, 5, 2]"
102,21,ADAM,"[35, 30, 20, 10, 5, 2]"
103,19,ADAM,"[35, 30, 20, 10, 5, 2]"
104,24,ADAM,"[35, 30, 20, 10, 5, 2]"
105,25,ADAM,"[35, 30, 20, 10, 5, 2]"
106,21,ADAM,"[35, 30, 20, 10, 5, 2]"
107,23,ADAM,"[35, 30, 20, 10, 5, 2]"
108,27,ADAM,"[35, 30, 20, 10, 5, 2]"
109,22,ADAM,"[35, 30, 20, 10, 5, 2]"
110,22,ADAM,"[35, 30, 20, 10, 5, 2]"
111,25,ADAM,"[35, 30, 20, 10, 5, 2]"
112,22,ADAM,"[35, 30, 20, 10, 5, 2]"
113,20,ADAM,"[35, 30, 20, 10, 5, 2]"
114,23,ADAM,"[35, 30, 20, 10, 5, 2]"
115,24,ADAM,"[35, 30, 20, 10, 5, 2]"
116,20,ADAM,"[35, 30, 20, 10, 5, 2]"
117,20,ADAM,"[35, 30, 20, 10, 5, 2]"
118,25,ADAM,"[35, 30, 20, 10, 5, 2]"
119,22,ADAM,"[35, 30, 20, 10, 5, 2]"
120,20,ADAM,"[35, 30, 20, 10, 5, 2]"
121,24,ADAM,"[35, 30, 20, 10, 5, 2]"
122,21,ADAM,"[35, 30, 20, 10, 5, 2]"
123,20,ADAM,"[35, 30, 20, 10, 5, 2]"
124,24,ADAM,"[35, 30, 20, 10, 5, 2]"
125,21,ADAM,"[35, 30, 20, 10, 5, 2]"
126,21,ADAM,"[35, 30, 20, 10, 5, 2]"
127,22,ADAM,"[35, 30, 20, 10, 5, 2]"
128,22,ADAM,"[35, 30, 20, 10, 5, 2]"
129,24,ADAM,"[35, 30, 20, 10, 5, 2]"
130,21,ADAM,"[35, 30, 20, 10, 5, 2]"
131,21,ADAM,"[35, 30, 20, 10, 5, 2]"
132,23,ADAM,"[35, 30, 20, 10, 5, 2]"
133,20,ADAM,"[35, 30, 20, 10, 5, 2]"
134,21,ADAM,"[35, 30, 20, 10, 5, 2]"
135,22,ADAM,"[35, 30, 20, 10, 5, 2]"
136,21,ADAM,"[35, 30, 20, 10, 5, 2]"
137,19,ADAM,"[35, 30, 20, 10, 5, 2]"
138,23,ADAM,"[35, 30, 20, 10, 5, 2]"
139,21,ADAM,"[35, 30, 20, 10, 5, 2]"
140,21,ADAM,"[35, 30, 20, 10, 5, 2]"
141,23,ADAM,"[35, 30, 20, 10, 5, 2]"
142,23,ADAM,"[35, 30, 20, 10, 5, 2]"
143,21,ADAM,"[35, 30, 20, 10, 5, 2]"
144,21,ADAM,"[35, 30, 20, 10, 5, 2]"
145,22,ADAM,"[35, 30, 20, 10, 5, 2]"
146,21,ADAM,"[35, 30, 20, 10, 5, 2]"
147,22,ADAM,"[35, 30, 20, 10, 5, 2]"
148,21,ADAM,"[35, 30, 20, 10, 5, 2]"
149,19,ADAM,"[35, 30, 20, 10, 5, 2]"
150,22,ADAM,"[35, 30, 20, 10, 5, 2]"
151,25,ADAM,"[35, 30, 20, 10, 5, 2]"
152,22,ADAM,"[35, 30, 20, 10, 5, 2]"
153,19,ADAM,"[35, 30, 20, 10, 5, 2]"
154,21,ADAM,"[35, 30, 20, 10, 5, 2]"
155,21,ADAM,"[35, 30, 20, 10, 5, 2]"
156,20,ADAM,"[35, 30, 20, 10, 5, 2]"
157,20,ADAM,"[35, 30, 20, 10, 5, 2]"
158,22,ADAM,"[35, 30, 20, 10, 5, 2]"
159,23,ADAM,"[35, 30, 20, 10, 5, 2]"
160,22,ADAM,"[35, 30, 20, 10, 5, 2]"
161,21,ADAM,"[35, 30, 20, 10, 5, 2]"
162,20,ADAM,"[35, 30, 20, 10, 5, 2]"
163,20,ADAM,"[35, 30, 20, 10, 5, 2]"
164,21,ADAM,"[35, 30, 20, 10, 5, 2]"
165,21,ADAM,"[35, 30, 20, 10, 5, 2]"
166,19,ADAM,"[35, 30, 20, 10, 5, 2]"
167,20,ADAM,"[35, 30, 20, 10, 5, 2]"
168,21,ADAM,"[35, 30, 20, 10, 5, 2]"
169,19,ADAM,"[35, 30, 20, 10, 5, 2]"
170,20,ADAM,"[35, 30, 20, 10, 5, 2]"
171,20,ADAM,"[35, 30, 20, 10, 5, 2]"
172,18,ADAM,"[35, 30, 20, 10, 5, 2]"
173,19,ADAM,"[35, 30, 20, 10, 5, 2]"
174,21,ADAM,"[35, 30, 20, 10, 5, 2]"
175,22,ADAM,"[35, 30, 20, 10, 5, 2]"
176,20,ADAM,"[35, 30, 20, 10, 5, 2]"
177,21,ADAM,"[35, 30, 20, 10, 5, 2]"
178,18,ADAM,"[35, 30, 20, 10, 5, 2]"
179,19,ADAM,"[35, 30, 20, 10, 5, 2]"
180,19,ADAM,"[35, 30, 20, 10, 5, 2]"
181,17,ADAM,"[35, 30, 20, 10, 5, 2]"
182,16,ADAM,"[35, 30, 20, 10, 5, 2]"
183,19,ADAM,"[35, 30, 20, 10, 5, 2]"
184,19,ADAM,"[35, 30, 20, 10, 5, 2]"
185,18,ADAM,"[35, 30, 20, 10, 5, 2]"
186,22,ADAM,"[35, 30, 20, 10, 5, 2]"
187,18,ADAM,"[35, 30, 20, 10, 5, 2]"
188,16,ADAM,"[35, 30, 20, 10, 5, 2]"
189,18,ADAM,"[35, 30, 20, 10, 5, 2]"
190,16,ADAM,"[35, 30, 20, 10, 5, 2]"
191,19,ADAM,"[35, 30, 20, 10, 5, 2]"
192,18,ADAM,"[35, 30, 20, 10, 5, 2]"
193,19,ADAM,"[35, 30, 20, 10, 5, 2]"
194,15,ADAM,"[35, 30, 20, 10, 5, 2]"
195,18,ADAM,"[35, 30, 20, 10, 5, 2]"
196,16,ADAM,"[35, 30, 20, 10, 5, 2]"
197,17,ADAM,"[35, 30, 20, 10, 5, 2]"
198,17,ADAM,"[35, 30, 20, 10, 5, 2]"
199,15,ADAM,"[35, 30, 20, 10, 5, 2]"
200,14,ADAM,"[35, 30, 20, 10, 5, 2]"
201,14,ADAM,"[35, 30, 20, 10, 5, 2]"
202,17,ADAM,"[35, 30, 20, 10, 5, 2]"
203,16,ADAM,"[35, 30, 20, 10, 5, 2]"
204,17,ADAM,"[35, 30, 20, 10, 5, 2]"
205,14,ADAM,"[35, 30, 20, 10, 5, 2]"
206,13,ADAM,"[35, 30, 20, 10, 5, 2]"
207,15,ADAM,"[35, 30, 20, 10, 5, 2]"
208,14,ADAM,"[35, 30, 20, 10, 5, 2]"
209,16,ADAM,"[35, 30, 20, 10, 5, 2]"
210,15,ADAM,"[35, 30, 20, 10, 5, 2]"
211,17,ADAM,"[35, 30, 20, 10, 5, 2]"
212,18,ADAM,"[35, 30, 20, 10, 5, 2]"
213,15,ADAM,"[35, 30, 20, 10, 5, 2]"
214,14,ADAM,"[35, 30, 20, 10, 5, 2]"
215,15,ADAM,"[35, 30, 20, 10, 5, 2]"
216,15,ADAM,"[35, 30, 20, 10, 5, 2]"
217,13,ADAM,"[35, 30, 20, 10, 5, 2]"
218,14,ADAM,"[35, 30, 20, 10, 5, 2]"
219,14,ADAM,"[35, 30, 20, 10, 5, 2]"
220,14,ADAM,"[35, 30, 20, 10, 5, 2]"
221,13,ADAM,"[35, 30, 20, 10, 5, 2]"
222,17,ADAM,"[35, 30, 20, 10, 5, 2]"
223,14,ADAM,"[35, 30, 20, 10, 5, 2]"
224,13,ADAM,"[35, 30, 20, 10, 5, 2]"
225,14,ADAM,"[35, 30, 20, 10, 5, 2]"
226,14,ADAM,"[35, 30, 20, 10, 5, 2]"
227,13,ADAM,"[35, 30, 20, 10, 5, 2]"
228,18,ADAM,"[35, 30, 20, 10, 5, 2]"
229,13,ADAM,"[35, 30, 20, 10, 5, 2]"
230,11,ADAM,"[35, 30, 20, 10, 5, 2]"
231,16,ADAM,"[35, 30, 20, 10, 5, 2]"
232,15,ADAM,"[35, 30, 20, 10, 5, 2]"
233,15,ADAM,"[35, 30, 20, 10, 5, 2]"
234,16,ADAM,"[35, 30, 20, 10, 5, 2]"
235,15,ADAM,"[35, 30, 20, 10, 5, 2]"
236,16,ADAM,"[35, 30, 20, 10, 5, 2]"
237,18,ADAM,"[35, 30, 20, 10, 5, 2]"
238,15,ADAM,"[35, 30, 20, 10, 5, 2]"
239,14,ADAM,"[35, 30, 20, 10, 5, 2]"
240,15,ADAM,"[35, 30, 20, 10, 5, 2]"
241,13,ADAM,"[35, 30, 20, 10, 5, 2]"
242,16,ADAM,"[35, 30, 20, 10, 5, 2]"
243,13,ADAM,"[35, 30, 20, 10, 5, 2]"
244,14,ADAM,"[35, 30, 20, 10, 5, 2]"
245,13,ADAM,"[35, 30, 20, 10, 5, 2]"
246,14,ADAM,"[35, 30, 20, 10, 5, 2]"
247,15,ADAM,"[35, 30, 20, 10, 5, 2]"
248,15,ADAM,"[35, 30, 20, 10, 5, 2]"
249,13,ADAM,"[35, 30, 20, 10, 5, 2]"
250,12,ADAM,"[35, 30, 20, 10, 5, 2]"
251,13,ADAM,"[35, 30, 20, 10, 5, 2]"
252,13,ADAM,"[35, 30, 20, 10, 5, 2]"
253,12,ADAM,"[35, 30, 20, 10, 5, 2]"
254,13,ADAM,"[35, 30, 20, 10, 5, 2]"
255,12,ADAM,"[35, 30, 20, 10, 5, 2]"
256,13,ADAM,"[35, 30, 20, 10, 5, 2]"
257,11,ADAM,"[35, 30, 20, 10, 5, 2]"
258,11,ADAM,"[35, 30, 20, 10, 5, 2]"
259,13,ADAM,"[35, 30, 20, 10, 5, 2]"
260,13,ADAM,"[35, 30, 20, 10, 5, 2]"
261,12,ADAM,"[35, 30, 20, 10, 5, 2]"
262,12,ADAM,"[35, 30, 20, 10, 5, 2]"
263,15,ADAM,"[35, 30, 20, 10, 5, 2]"
264,13,ADAM,"[35, 30, 20, 10, 5, 2]"
265,12,ADAM,"[35, 30, 20, 10, 5, 2]"
266,13,ADAM,"[35, 30, 20, 10, 5, 2]"
267,13,ADAM,"[35, 30, 20, 10, 5, 2]"
268,12,ADAM,"[35, 30, 20, 10, 5, 2]"
269,12,ADAM,"[35, 30, 20, 10, 5, 2]"
270,13,ADAM,"[35, 30, 20, 10, 5, 2]"
271,13,ADAM,"[35, 30, 20, 10, 5, 2]"
272,12,ADAM,"[35, 30, 20, 10, 5, 2]"
273,14,ADAM,"[35, 30, 20, 10, 5, 2]"
274,12,ADAM,"[35, 30, 20, 10, 5, 2]"
275,11,ADAM,"[35, 30, 20, 10, 5, 2]"
276,12,ADAM,"[35, 30, 20, 10, 5, 2]"
277,14,ADAM,"[35, 30, 20, 10, 5, 2]"
278,11,ADAM,"[35, 30, 20, 10, 5, 2]"
279,13,ADAM,"[35, 30, 20, 10, 5, 2]"
280,11,ADAM,"[35, 30, 20, 10, 5, 2]"
281,14,ADAM,"[35, 30, 20, 10, 5, 2]"
282,14,ADAM,"[35, 30, 20, 10, 5, 2]"
283,12,ADAM,"[35, 30, 20, 10, 5, 2]"
284,13,ADAM,"[35, 30, 20, 10, 5, 2]"
285,13,ADAM,"[35, 30, 20, 10, 5, 2]"
286,14,ADAM,"[35, 30, 20, 10, 5, 2]"
287,13,ADAM,"[35, 30, 20, 10, 5, 2]"
288,12,ADAM,"[35, 30, 20, 10, 5, 2]"
289,12,ADAM,"[35, 30, 20, 10, 5, 2]"
290,14,ADAM,"[35, 30, 20, 10, 5, 2]"
291,14,ADAM,"[35, 30, 20, 10, 5, 2]"
292,13,ADAM,"[35, 30, 20, 10, 5, 2]"
293,13,ADAM,"[35, 30, 20, 10, 5, 2]"
294,16,ADAM,"[35, 30, 20, 10, 5, 2]"
295,13,ADAM,"[35, 30, 20, 10, 5, 2]"
296,15,ADAM,"[35, 30, 20, 10, 5, 2]"
297,12,ADAM,"[35, 30, 20, 10, 5, 2]"
298,16,ADAM,"[35, 30, 20, 10, 5, 2]"
299,14,ADAM,"[35, 30, 20, 10, 5, 2]"
300,13,ADAM,"[35, 30, 20, 10, 5, 2]"
301,15,ADAM,"[35, 30, 20, 10, 5, 2]"
302,15,ADAM,"[35, 30, 20, 10, 5, 2]"
303,13,ADAM,"[35, 30, 20, 10, 5, 2]"
304,15,ADAM,"[35, 30, 20, 10, 5, 2]"
305,16,ADAM,"[35, 30, 20, 10, 5, 2]"
306,13,ADAM,"[35, 30, 20, 10, 5, 2]"
307,11,ADAM,"[35, 30, 20, 10, 5, 2]"
308,13,ADAM,"[35, 30, 20, 10, 5, 2]"
309,14,ADAM,"[35, 30, 20, 10, 5, 2]"
310,13,ADAM,"[35, 30, 20, 10, 5, 2]"
311,12,ADAM,"[35, 30, 20, 10, 5, 2]"
312,12,ADAM,"[35, 30, 20, 10, 5, 2]"
313,15,ADAM,"[35, 30, 20, 10, 5, 2]"
314,13,ADAM,"[35, 30, 20, 10, 5, 2]"
315,13,ADAM,"[35, 30, 20, 10, 5, 2]"
316,12,ADAM,"[35, 30, 20, 10, 5, 2]"
317,15,ADAM,"[35, 30, 20, 10, 5, 2]"
318,11,ADAM,"[35, 30, 20, 10, 5, 2]"
319,13,ADAM,"[35, 30, 20, 10, 5, 2]"
320,14,ADAM,"[35, 30, 20, 10, 5, 2]"
321,12,ADAM,"[35, 30, 20, 10, 5, 2]"
322,12,ADAM,"[35, 30, 20, 10, 5, 2]"
323,13,ADAM,"[35, 30, 20, 10, 5, 2]"
324,13,ADAM,"[35, 30, 20, 10, 5, 2]"
325,14,ADAM,"[35, 30, 20, 10, 5, 2]"
326,13,ADAM,"[35, 30, 20, 10, 5, 2]"
327,15,ADAM,"[35, 30, 20, 10, 5, 2]"
328,11,ADAM,"[35, 30, 20, 10, 5, 2]"
329,13,ADAM,"[35, 30, 20, 10, 5, 2]"
330,13,ADAM,"[35, 30, 20, 10, 5, 2]"
331,12,ADAM,"[35, 30, 20, 10, 5, 2]"
332,13,ADAM,"[35, 30, 20, 10, 5, 2]"
333,14,ADAM,"[35, 30, 20, 10, 5, 2]"
334,15,ADAM,"[35, 30, 20, 10, 5, 2]"
335,14,ADAM,"[35, 30, 20, 10, 5, 2]"
336,13,ADAM,"[35, 30, 20, 10, 5, 2]"
337,13,ADAM,"[35, 30, 20, 10, 5, 2]"
338,12,ADAM,"[35, 30, 20, 10, 5, 2]"
339,14,ADAM,"[35, 30, 20, 10, 5, 2]"
340,11,ADAM,"[35, 30, 20, 10, 5, 2]"
341,12,ADAM,"[35, 30, 20, 10, 5, 2]"
342,12,ADAM,"[35, 30, 20, 10, 5, 2]"
343,12,ADAM,"[35, 30, 20, 10, 5, 2]"
344,11,ADAM,"[35, 30, 20, 10, 5, 2]"
345,12,ADAM,"[35, 30, 20, 10, 5, 2]"
346,12,ADAM,"[35, 30, 20, 10, 5, 2]"
347,12,ADAM,"[35, 30, 20, 10, 5, 2]"
348,13,ADAM,"[35, 30, 20, 10, 5, 2]"
349,13,ADAM,"[35, 30, 20, 10, 5, 2]"
350,11,ADAM,"[35, 30, 20, 10, 5, 2]"
351,16,ADAM,"[35, 30, 20, 10, 5, 2]"
352,13,ADAM,"[35, 30, 20, 10, 5, 2]"
353,11,ADAM,"[35, 30, 20, 10, 5, 2]"
354,12,ADAM,"[35, 30, 20, 10, 5, 2]"
355,12,ADAM,"[35, 30, 20, 10, 5, 2]"
356,12,ADAM,"[35, 30, 20, 10, 5, 2]"
357,12,ADAM,"[35, 30, 20, 10, 5, 2]"
358,12,ADAM,"[35, 30, 20, 10, 5, 2]"
359,13,ADAM,"[35, 30, 20, 10, 5, 2]"
360,12,ADAM,"[35, 30, 20, 10, 5, 2]"
361,14,ADAM,"[35, 30, 20, 10, 5, 2]"
362,12,ADAM,"[35, 30, 20, 10, 5, 2]"
363,12,ADAM,"[35, 30, 20, 10, 5, 2]"
364,12,ADAM,"[35, 30, 20, 10, 5, 2]"
365,12,ADAM,"[35, 30, 20, 10, 5, 2]"
366,13,ADAM,"[35, 30, 20, 10, 5, 2]"
367,15,ADAM,"[35, 30, 20, 10, 5, 2]"
368,14,ADAM,"[35, 30, 20, 10, 5, 2]"
369,12,ADAM,"[35, 30, 20, 10, 5, 2]"
370,14,ADAM,"[35, 30, 20, 10, 5, 2]"
371,13,ADAM,"[35, 30, 20, 10, 5, 2]"
372,12,ADAM,"[35, 30, 20, 10, 5, 2]"
373,12,ADAM,"[35, 30, 20, 10, 5, 2]"
374,13,ADAM,"[35, 30, 20, 10, 5, 2]"
375,12,ADAM,"[35, 30, 20, 10, 5, 2]"
376,12,ADAM,"[35, 30, 20, 10, 5, 2]"
377,12,ADAM,"[35, 30, 20, 10, 5, 2]"
378,13,ADAM,"[35, 30, 20, 10, 5, 2]"
379,11,ADAM,"[35, 30, 20, 10, 5, 2]"
380,13,ADAM,"[35, 30, 20, 10, 5, 2]"
381,11,ADAM,"[35, 30, 20, 10, 5, 2]"
382,12,ADAM,"[35, 30, 20, 10, 5, 2]"
383,13,ADAM,"[35, 30, 20, 10, 5, 2]"
384,13,ADAM,"[35, 30, 20, 10, 5, 2]"
385,10,ADAM,"[35, 30, 20, 10, 5, 2]"
386,12,ADAM,"[35, 30, 20, 10, 5, 2]"
387,13,ADAM,"[35, 30, 20, 10, 5, 2]"
388,13,ADAM,"[35, 30, 20, 10, 5, 2]"
389,12,ADAM,"[35, 30, 20, 10, 5, 2]"
390,12,ADAM,"[35, 30, 20, 10, 5, 2]"
391,12,ADAM,"[35, 30, 20, 10, 5, 2]"
392,12,ADAM,"[35, 30, 20, 10, 5, 2]"
393,12,ADAM,"[35, 30, 20, 10, 5, 2]"
394,12,ADAM,"[35, 30, 20, 10, 5, 2]"
395,11,ADAM,"[35, 30, 20, 10, 5, 2]"
396,15,ADAM,"[35, 30, 20, 10, 5, 2]"
397,14,ADAM,"[35, 30, 20, 10, 5, 2]"
398,11,ADAM,"[35, 30, 20, 10, 5, 2]"
399,13,ADAM,"[35, 30, 20, 10, 5, 2]"
400,13,ADAM,"[35, 30, 20, 10, 5, 2]"
401,11,ADAM,"[35, 30, 20, 10, 5, 2]"
402,13,ADAM,"[35, 30, 20, 10, 5, 2]"
403,13,ADAM,"[35, 30, 20, 10, 5, 2]"
404,13,ADAM,"[35, 30, 20, 10, 5, 2]"
405,11,ADAM,"[35, 30, 20, 10, 5, 2]"
406,10,ADAM,"[35, 30, 20, 10, 5, 2]"
407,11,ADAM,"[35, 30, 20, 10, 5, 2]"
408,12,ADAM,"[35, 30, 20, 10, 5, 2]"
409,11,ADAM,"[35, 30, 20, 10, 5, 2]"
410,15,ADAM,"[35, 30, 20, 10, 5, 2]"
411,10,ADAM,"[35, 30, 20, 10, 5, 2]"
412,11,ADAM,"[35, 30, 20, 10, 5, 2]"
413,13,ADAM,"[35, 30, 20, 10, 5, 2]"
414,13,ADAM,"[35, 30, 20, 10, 5, 2]"
415,10,ADAM,"[35, 30, 20, 10, 5, 2]"
416,11,ADAM,"[35, 30, 20, 10, 5, 2]"
417,12,ADAM,"[35, 30, 20, 10, 5, 2]"
418,11,ADAM,"[35, 30, 20, 10, 5, 2]"
419,11,ADAM,"[35, 30, 20, 10, 5, 2]"
420,11,ADAM,"[35, 30, 20, 10, 5, 2]"
421,12,ADAM,"[35, 30, 20, 10, 5, 2]"
422,11,ADAM,"[35, 30, 20, 10, 5, 2]"
423,13,ADAM,"[35, 30, 20, 10, 5, 2]"
424,12,ADAM,"[35, 30, 20, 10, 5, 2]"
425,12,ADAM,"[35, 30, 20, 10, 5, 2]"
426,13,ADAM,"[35, 30, 20, 10, 5, 2]"
427,13,ADAM,"[35, 30, 20, 10, 5, 2]"
428,11,ADAM,"[35, 30, 20, 10, 5, 2]"
429,11,ADAM,"[35, 30, 20, 10, 5, 2]"
430,11,ADAM,"[35, 30, 20, 10, 5, 2]"
431,11,ADAM,"[35, 30, 20, 10, 5, 2]"
